OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y
77085,323666,ZBZL,medium_airport,Zhalantun Genghis Khan Airport,47.865942,122.768662,928.0,AS,CN,CN-15,Zhalantun,yes,ZBZL,NZL,,,https://en.wikipedia.org/wiki/Zhalantun_Chengjisihan_Airport,Chengjisihan,,,8202.0,148.0,,0.0,0.0,13666544.9392,6084581.2671
77086,315507,ZDY,small_airport,Delma Airport,24.51,52.3352,30.0,AS,AE,AE-AZ,Delma Island,yes,OMDL,ZDY,,http://www.adac.ae/english/what-we-do/airports/delma-airport,https://en.wikipedia.org/wiki/Dalma_Airport,Dalma,,,8202.0,213.0,Asphalt,1.0,0.0,5825927.8146,2815678.1241
77087,307352,ZEN,small_airport,Zenag Airport,-6.95222222222,146.61625,3200.0,OC,PG,PG-MPL,Zenag,no,AYZA,ZEN,ZEN,,,"Zenang,",,,1598.0,98.0,Grassed brown silt clay,0.0,0.0,16321246.292,-775823.948199999
77088,30708,ZGBH,medium_airport,Beihai Fucheng Airport,21.5394,109.293999,,AS,CN,CN-45,Beihai (Yinhai),yes,ZGBH,BHY,,,https://en.wikipedia.org/wiki/Beihai_Fucheng_Airport,,,,10499.0,148.0,concrete,0.0,0.0,12166552.3154,2456313.7258
77089,30825,ZGCD,medium_airport,Changde Taohuayuan Airport,28.9189,111.639999,128.0,AS,CN,CN-43,Changde (Dingcheng),yes,ZGCD,CGD,,,https://en.wikipedia.org/wiki/Changde_Taohuayuan_Airport,,,,8366.0,,,1.0,0.0,12427707.8408,3365327.866
77090,300890,ZGCJ,medium_airport,Huaihua Zhijiang Airport,27.443087,109.704666,882.0,AS,CN,CN-43,Huaihua,yes,ZGCJ,HJJ,,,https://en.wikipedia.org/wiki/Zhijiang_Airport,Chihkiang Airfield,,,7218.0,,,0.0,0.0,12212267.5568,3178939.5204
77091,352634,ZGCZ,medium_airport,Chenzhou Beihu Airport,25.753419,112.845404,1071.0,AS,CN,CN-43,Chenzhou,yes,ZGCZ,HCZ,,,https://en.wikipedia.org/wiki/Chenzhou_Beihu_Airport,,,,8530.0,,,0.0,0.0,12561892.9116,2968572.7444
77092,30958,ZGDY,small_airport,Zhangjiajie Hehua International Airport,29.1028,110.443001,692.0,AS,CN,CN-43,Zhangjiajie (Yongding),yes,ZGDY,DYG,,,https://en.wikipedia.org/wiki/Zhangjiajie_Hehua_Airport,Dayong Airport,,,8530.0,148.0,,0.0,0.0,12294458.633,3388736.6891
77093,318152,ZGHC,medium_airport,Hechi Jinchengjiang Airport,24.804344,107.710819,2221.0,AS,CN,CN-45,Hechi (Jinchengjiang),yes,ZGHC,HCJ,,,https://en.wikipedia.org/wiki/Hechi_Jinchengjiang_Airport,,,,7218.0,148.0,CON,0.0,0.0,11990313.524,2851731.7602
77094,316764,ZGHU,small_airport,Shihezi Huayuan Airport,44.2421,85.8905,1700.0,AS,CN,CN-65,Shihezi,yes,ZWHZ,SHF,,,https://en.wikipedia.org/wiki/Shihezi_Huayuan_Airport,,,,7874.0,,,1.0,0.0,9561286.724,5502984.4749
77095,31610,ZGHY,small_airport,Hengyang Nanyue Airport,26.72208,112.617958,,AS,CN,CN-43,Hengyang,yes,ZGHY,HNY,,,https://en.wikipedia.org/wiki/Hengyang_Nanyue_Airport,,,,8530.0,,,1.0,0.0,12536573.7387,3088792.0199
77096,308238,ZGLG,medium_airport,Yongzhou Lingling Airport,26.338661,111.610043,340.0,AS,CN,CN-43,Yongzhou,yes,ZGLG,LLF,,,https://en.wikipedia.org/wiki/Yongzhou_Lingling_Airport,,,,8530.0,157.0,,1.0,0.0,12424373.1542,3041086.3802
77097,35314,ZGMX,small_airport,Meizhou Meixian Changgangji International Airport,24.263425,116.097857,312.0,AS,CN,CN-44,Meizhou (Meixian),yes,ZGMX,MXZ,,,https://en.wikipedia.org/wiki/Meixian_Airport,,,,7874.0,,Asphalt,1.0,0.0,12923954.3234,2785540.6044
77099,32400,ZGOW,medium_airport,Jieyang Chaoshan International Airport,23.552,116.5033,,AS,CN,CN-44,Jieyang (Rongcheng),yes,ZGOW,SWA,,,https://en.wikipedia.org/wiki/Jieyang_Chaoshan_International_Airport,,,,10499.0,148.0,CON,1.0,0.0,12969088.0317,2698911.6081
77100,30593,ZGSD,medium_airport,Zhuhai Jinwan Airport,22.006399,113.375999,23.0,AS,CN,CN-44,Zhuhai (Jinwan),yes,ZGSD,ZUH,,,https://en.wikipedia.org/wiki/Zhuhai_Jinwan_Airport,,,,13123.0,148.0,CONC,1.0,0.0,12620958.4769,2512293.5285
77101,327446,ZGSY,medium_airport,Shaoyang Wugang Airport,26.806123,110.641042,1444.0,AS,CN,CN-43,Shaoyang (Wugang),yes,ZGSY,WGN,,,https://en.wikipedia.org/wiki/Shaoyang_Wugang_Airport,,,,8530.0,148.0,,0.0,0.0,12316504.4563,3099270.1911
77103,32701,ZGXN,small_airport,Xingning Air Base,24.1492,115.758003,,AS,CN,CN-44,Meizhou (Xingning),no,ZGXN,XIN,,,https://en.wikipedia.org/wiki/Xingning_Air_Base,,,,,,,0.0,0.0,12886121.9492,2771599.3468
77104,344100,ZGYL,medium_airport,Yulin Fumian Airport,22.438056,110.120833,328.0,AS,CN,CN-45,Yùlín,yes,ZGYL,YLX,,,https://en.wikipedia.org/wiki/Yulin_Fumian_Airport,,,,8530.0,,,0.0,0.0,12258595.0553,2564201.0003
77105,31874,ZGZH,medium_airport,Liuzhou Bailian Airport / Bailian Air Base,24.2075,109.390999,295.0,AS,CN,CN-45,Liuzhou (Liujiang),yes,ZGZH,LZH,,,https://en.wikipedia.org/wiki/Liuzhou_Bailian_Airport,Liujiang-Liuzhou Air Base,,,8202.0,,,0.0,0.0,12177350.306,2778713.3498
77107,31006,ZHES,medium_airport,Enshi Xujiaping Airport,30.320299,109.485001,1605.0,AS,CN,CN-42,Enshi (Enshi),yes,ZHES,ENH,,,https://en.wikipedia.org/wiki/Enshi_Xujiaping_Airport,,,,6890.0,,CON,0.0,0.0,12187814.5608,3544788.0934
77108,347636,ZHJZ,medium_airport,Jingzhou Shashi Airport,30.29281,112.44854,95.0,AS,CN,CN-42,Jingzhou (Shashi),yes,ZHJZ,SHS,SHS,,https://en.wikipedia.org/wiki/Jingzhou_Shashi_Airport,,,,8530.0,,CON,1.0,0.0,12517714.2132,3541243.6391
77109,31870,ZHLY,medium_airport,Luoyang Beijiao Airport,34.7411,112.388,840.0,AS,CN,CN-41,Luoyang (Laocheng),yes,ZHLY,LYA,,,https://en.wikipedia.org/wiki/Luoyang_Beijiao_Airport,,,,8202.0,,CON,0.0,0.0,12510974.9313,4128753.0921
77110,32041,ZHNY,small_airport,Nanyang Jiangying Airport,32.982696,112.617467,840.0,AS,CN,CN-41,Nanyang (Wancheng),yes,ZHNY,NNY,,,https://en.wikipedia.org/wiki/Nanyang_Jiangying_Airport,,,,9186.0,,,0.0,0.0,12536519.0809,3893007.372
77111,319811,ZHSN,medium_airport,Shennongjia Hongping Airport,31.626,110.34,8365.0,AS,CN,CN-42,Shennongjia (Hongping),yes,ZHSN,HPG,,,https://en.wikipedia.org/wiki/Shennongjia_Hongping_Airport,,,,9186.0,,,1.0,0.0,12282992.6141,3714316.8193
77112,318173,ZHSY,medium_airport,Shiyan Wudangshan Airport,32.592889,110.906296,,AS,CN,CN-42,Shiyan (Maojian),yes,ZHSY,WDS,,,https://en.wikipedia.org/wiki/Shiyan_Wudangshan_Airport,,,,8530.0,148.0,,0.0,0.0,12346032.3965,3841390.6253
77113,32697,ZHXF,medium_airport,Xiangyang Liuji Airport,32.152222,112.291666,234.0,AS,CN,CN-42,Xiangyang (Xiangzhou),yes,ZHXF,XFN,,http://www.hbxyairport.com/,https://en.wikipedia.org/wiki/Xiangyang_Liuji_Airport,"Xiangyang,Xiangfan",,,8530.0,148.0,asphalt,1.0,0.0,12500251.0794,3783308.758
77114,32723,ZHYC,medium_airport,Yichang Sanxia Airport,30.554132,111.482563,673.0,AS,CN,CN-42,Yichang (Xiaoting),yes,ZHYC,YIH,,http://www.sanxiaairport.com/,https://en.wikipedia.org/wiki/Yichang_Sanxia_Airport,,,,8530.0,,,0.0,0.0,12410182.1455,3574979.0699
77115,323220,ZJQH,medium_airport,Qionghai Bo'ao Airport,19.140951,110.452766,30.0,AS,CN,CN-46,Qionghai (Basuo),yes,ZJQH,BAR,,,https://en.wikipedia.org/wiki/Qionghai_Bo%27ao_Airport,,,,10499.0,148.0,CON,1.0,0.0,12295545.6678,2171537.6605
77116,32745,ZJYX,small_airport,Yongxing Dao (Woody Island) Airport,16.8328,112.344002,,AS,CN,CN-46,Sansha (Yongxing Dao / Woody Island),yes,ZJYX,XYI,,,https://en.wikipedia.org/wiki/Woody_Island%2C_South_China_Sea,"VH84, Yongxing Dao Airport",,,8858.0,171.0,CON,0.0,0.0,12506077.0963,1901370.6278
77117,30632,ZLAK,small_airport,Ankang Fuqiang Airport,32.75696,108.87338,1209.0,AS,CN,CN-61,Ankang (Hanbin),yes,ZLAK,AKA,,,https://en.wikipedia.org/wiki/Ankang_Fuqiang_Airport,,,,8530.0,100.0,CON,1.0,0.0,12119729.2225,3863088.7229
77118,30929,ZLDH,medium_airport,Dunhuang Mogao International Airport,40.161098,94.809196,,AS,CN,CN-62,Dunhuang,yes,ZLDH,DNH,,,https://en.wikipedia.org/wiki/Dunhuang_Airport,,,,9186.0,148.0,CON,1.0,0.0,10554111.4212,4889380.2921
77119,318171,ZLDL,small_airport,Delingha Airport,37.125286,97.268658,9843.0,AS,CN,CN-63,Delingha,yes,ZLDL,HXD,,,https://en.wikipedia.org/wiki/Delingha_Airport,,,,9843.0,,,0.0,0.0,10827897.4787,4456584.4574
77120,35308,ZLGM,medium_airport,Golmud Airport,36.4006,94.786102,9334.0,AS,CN,CN-63,Golmud,yes,ZLGM,GOQ,,,https://en.wikipedia.org/wiki/Golmud_Airport,,,,15748.0,160.0,CON,0.0,0.0,10551540.6089,4355884.2473
77121,300741,ZLGY,medium_airport,Guyuan Liupanshan Airport,36.078889,106.216944,5696.0,AS,CN,CN-64,Guyuan (Yuanzhou),no,ZLGY,GYU,,,https://en.wikipedia.org/wiki/Guyuan_Liupanshan_Airport,,,,9186.0,148.0,,0.0,0.0,11824016.1197,4311481.8133
77122,319417,ZLHX,medium_airport,Huatugou Airport,38.201645,90.837843,2945.0,AS,CN,CN-63,Mengnai,yes,ZLHX,HTT,,,https://en.wikipedia.org/wiki/Huatugou_Airport,,,,11811.0,,,0.0,0.0,10112022.4275,4607950.782
77123,31659,ZLHZ,small_airport,Hanzhong Chenggu Airport,33.133527,107.203817,,AS,CN,CN-61,Hanzhong (Chenggu),yes,ZLHZ,HZG,,,https://en.wikipedia.org/wiki/Hanzhong_Chenggu_Airport,,,,8202.0,,,0.0,0.0,11933874.3195,3913040.8806
77124,298989,ZLIC,medium_airport,Yinchuan Hedong International Airport,38.322758,106.393214,,AS,CN,CN-64,Yinchuan,yes,ZLIC,INC,,http://www.ningxiaairport.com/,https://en.wikipedia.org/wiki/Yinchuan_Hedong_International_Airport,,,,10499.0,,Concrete,1.0,0.0,11843638.4063,4625121.5658
77125,300515,ZLJN,medium_airport,Jining Qufu Airport,35.292778,116.346667,134.0,AS,CN,CN-37,Jining,yes,ZSJG,JNG,,,https://en.wikipedia.org/wiki/Jining_Qufu_Airport,,,,9186.0,,Concrete,1.0,0.0,12951651.7259,4203740.0289
77126,31699,ZLJQ,small_airport,Jiayuguan Airport,39.856899,98.3414,5112.0,AS,CN,CN-62,Jiayuguan,yes,ZLJQ,JGN,,,https://en.wikipedia.org/wiki/Jiayuguan_Airport,,,,9843.0,131.0,paved,0.0,0.0,10947314.5719,4845168.9705
77127,327544,ZLLN,medium_airport,Longnan Chengzhou Airport,33.789918,105.790014,3707.0,AS,CN,CN-62,Longnan (Cheng),yes,ZLLN,LNL,,,https://en.wikipedia.org/wiki/Longnan_Chengzhou_Airport,,,,9186.0,148.0,CON,1.0,0.0,11776490.4895,4000627.9085
77128,31685,ZLQY,medium_airport,Qingyang Xifeng Airport,35.802638,107.598896,,AS,CN,CN-62,Qingyang (Xifeng),yes,ZLQY,IQN,,,https://en.wikipedia.org/wiki/Qingyang_Airport,Dingxi Air Base,,,8530.0,157.0,,1.0,0.0,11977854.3126,4273498.5371
77129,312986,ZLXH,medium_airport,Gannan Xiahe Airport,34.819014,102.622261,10510.0,AS,CN,CN-62,Gannan (Xiahe),yes,ZLXH,GXH,,,https://en.wikipedia.org/wiki/Gannan_Xiahe_Airport,Hezuo,,,10499.0,,,1.0,0.0,11423857.8386,4139312.9889
77130,32709,ZLXN,medium_airport,Xining Caojiabao International Airport,36.528295,102.040157,7119.0,AS,CN,CN-63,Haidong (Huzhu Tu Autonomous County),yes,ZLXN,XNN,,,https://en.wikipedia.org/wiki/Xining_Caojiabao_International_Airport,"Caojiabu, Caojiapu",,,12467.0,,ASP,1.0,0.0,11359058.3177,4373559.5675
77131,32563,ZLYL,small_airport,Yulin Yuyang Airport,38.35971,109.590927,,AS,CN,CN-61,Yulin,yes,ZLYL,UYN,,http://www.cwag-yl.com/,https://en.wikipedia.org/wiki/Yulin_Yuyang_Airport,,,,9186.0,,ASP,0.0,0.0,12199606.1892,4630366.1405
77132,308462,ZLZW,medium_airport,Zhongwei Shapotou Airport,37.573125,105.154454,8202.0,AS,CN,CN-64,Zhongwei (Shapotou),yes,ZLZW,ZHY,,,https://en.wikipedia.org/wiki/Zhongwei_Shapotou_Airport,,,,9186.0,,CON,0.0,0.0,11705740.2739,4519296.9685
77133,29670,ZMAH,medium_airport,Arvaikheer Airport,46.250301361084,102.802001953125,5932.0,AS,MN,MN-055,Arvaikheer,yes,ZMAH,AVK,,,https://en.wikipedia.org/wiki/Arvaikheer_Airport,,,,7546.0,,UNK,0.0,0.0,11443866.5099,5820551.3187
77134,29654,ZMAT,medium_airport,Altai Airport,46.3763999938965,96.2210998535156,7260.0,AS,MN,MN-065,Altai,yes,ZMAT,LTI,,,https://en.wikipedia.org/wiki/Altai_Airport,,,,7513.0,,UNK,0.0,0.0,10711283.8393,5840874.1238
77136,29736,ZMBN,medium_airport,Bulgan Airport,48.8549995422363,103.475997924805,4311.0,AS,MN,MN-067,Bulgan,yes,ZMBN,UGA,,,https://en.wikipedia.org/wiki/Bulgan_Airport,,,,6234.0,,UNK,0.0,0.0,11518895.3983,6250293.5684
77137,29737,ZMBS,small_airport,Bulgan Sum Airport,46.100601,91.584198,3921.0,AS,MN,MN-043,Bulgan,no,ZMBS,HBU,,,"https://en.wikipedia.org/wiki/Bulgan_Airport,_Khovd",,,,5906.0,,UNK,0.0,0.0,10195106.2861,5796485.2831
77138,302315,ZMHH,small_airport,Kharkhorin Airport,47.246667,102.826111,4759.0,AS,MN,MN-055,,no,ZMHH,KHR,,,https://en.wikipedia.org/wiki/Kharkhorin_Airport,,,,5905.0,,GRS,0.0,0.0,11446550.3168,5982429.757
77139,30025,ZMHU,small_airport,Khujirt Airport,46.9258003235,102.773002625,5522.0,AS,MN,MN-055,Khujirt,no,ZMHU,HJT,,,https://en.wikipedia.org/wiki/Khujirt_Airport,,,,7218.0,,UNK,0.0,0.0,11440638.3195,5929971.1952
77141,30505,ZMUL,small_airport,Ölgii Mongolei Airport,48.993301,89.922501,5732.0,AS,MN,MN-071,Ölgii,yes,ZMUL,ULG,,,https://en.wikipedia.org/wiki/%C3%96lgii_Airport,Ulgii Mongolei,,,7874.0,,UNK,0.0,0.0,10010127.0222,6273724.7903
77142,26369,ZNC,small_airport,Nyac Airport,60.9807014465,-159.994003296,460.0,,US,US-AK,Nyac,no,ZNC,ZNC,ZNC,,https://en.wikipedia.org/wiki/Nyac_Airport,,,,3650.0,100.0,GRAVEL,0.0,0.0,-17810450.9769,8621393.3112
77143,327447,ZPCW,medium_airport,Cangyuan Washan Airport,23.276331,99.373169,,AS,CN,CN-53,Lincang (Cangyuan),yes,ZPCW,CWJ,,,https://en.wikipedia.org/wiki/Cangyuan_Washan_Airport,,,,8530.0,148.0,CON,0.0,0.0,11062170.5716,2665470.5804
77144,30925,ZPDL,medium_airport,Dali Fengyi Airport,25.649401,100.319,7050.0,AS,CN,CN-53,Dali (Xiaguan),yes,ZPDL,DLU,,,https://en.wikipedia.org/wiki/Dali_Airport,Dali Air Base,,,8202.0,145.0,Asphalt,1.0,0.0,11167459.9969,2955722.1556
77145,30916,ZPDQ,medium_airport,Diqing Shangri-La Airport,27.7936,99.6772,10761.0,AS,CN,CN-53,Diqing (Shangri-La),yes,ZPDQ,DIG,,,https://en.wikipedia.org/wiki/Diqing_Shangri-La_Airport,,,,11647.0,,Asphalt,1.0,0.0,11096015.1477,3222976.3056
77146,327448,ZPJM,medium_airport,Lancang Jingmai Airport,22.417733,99.784012,,AS,CN,CN-53,Pu'er (Lancang),yes,ZPJM,JMJ,,,https://en.wikipedia.org/wiki/Lancang_Jingmai_Airport,,,,8530.0,148.0,,0.0,0.0,11107905.4051,2561753.5285
77147,31828,ZPLJ,medium_airport,Lijiang Sanyi International Airport,26.68,100.246002,,AS,CN,CN-53,Lijiang (Gucheng),yes,ZPLJ,LJG,,,https://en.wikipedia.org/wiki/Lijiang_Sanyi_Airport,Yunlong Air Base,,,9843.0,,Asphalt,1.0,0.0,11159333.8967,3083548.5488
77148,31862,ZPLX,medium_airport,Dehong Mangshi Airport,24.4011,98.5317,2890.0,AS,CN,CN-53,Dehong (Mangshi),yes,ZPMS,LUM,,,https://en.wikipedia.org/wiki/Dehong_Mangshi_Airport,,,,7218.0,,Concrete,1.0,0.0,10968498.671,2802360.6186
77149,32417,ZPSM,small_airport,Pu'er Simao Airport,22.793301,100.959,,AS,CN,CN-53,Pu'er,yes,ZPSM,SYM,,,https://en.wikipedia.org/wiki/Pu%27er_Simao_Airport,,,,8104.0,,,0.0,0.0,11238704.471,2607040.9555
77150,318119,ZPWS,small_airport,Wenshan Puzhehei Airport,23.5583,104.3255,5217.0,AS,CN,CN-53,Wenshan,yes,ZPWS,WNH,,,https://en.wikipedia.org/wiki/Wenshan_Puzhehei_Airport,,,,7874.0,,,0.0,0.0,11613461.5368,2699676.6689
77151,32740,ZPZT,small_airport,Zhaotong Airport,27.327549,103.75617,,AS,CN,CN-53,Zhaotong (Zhaoyang),yes,ZPZT,ZAT,,,https://en.wikipedia.org/wiki/Zhaotong_Airport,,,,8530.0,148.0,asphalt,1.0,0.0,11550084.0111,3164454.6093
77152,30650,ZSAQ,medium_airport,Anqing Tianzhushan Airport / Anqing North Air Base,30.582199,117.050003,,AS,CN,CN-34,Anqing,yes,ZSAQ,AQG,,,https://en.wikipedia.org/wiki/Anqing_Tianzhushan_Airport,,,,9186.0,,CON,1.0,0.0,13029946.7313,3578607.7743
77153,30871,ZSCG,medium_airport,Changzhou Benniu International Airport,31.919701,119.778999,,AS,CN,CN-32,Changzhou,yes,ZSCG,CZX,,,https://en.wikipedia.org/wiki/Changzhou_Benniu_International_Airport,,,,11155.0,,concrete,1.0,0.0,13333737.1764,3752774.7448
77154,308240,ZSFY,medium_airport,Fuyang Xiguan Airport,32.882157,115.734364,104.0,AS,CN,CN-34,"Yingzhou, Fuyang",yes,ZSFY,FUG,,,https://en.wikipedia.org/wiki/Fuyang_Xiguan_Airport,,,,7874.0,,CON,1.0,0.0,12883490.4678,3879672.7019
77155,31769,ZSGZ,small_airport,Ganzhou Huangjin Airport,25.853333,114.778889,387.0,AS,CN,CN-36,Ganzhou,yes,ZSGZ,KOW,,,https://en.wikipedia.org/wiki/Ganzhou_Huangjin_Airport,,,,8530.0,,,1.0,0.0,12777127.4773,2980926.9181
77156,352633,ZSHZ,medium_airport,Heze Mudan Airport,35.212972,115.736748,,AS,CN,CN-37,Heze,yes,ZSHZ,HZA,,,https://en.wikipedia.org/wiki/Heze_Mudan_Airport,,,,8530.0,,,0.0,0.0,12883755.8534,4192860.9845
77157,31695,ZSJD,medium_airport,Jingdezhen Luojia Airport,29.3386,117.176003,112.0,AS,CN,CN-36,Jingdezhen,yes,ZSJD,JDZ,,,https://en.wikipedia.org/wiki/Jingdezhen_Luojia_Airport,Fouliang Air Base,,,7874.0,,concrete,1.0,0.0,13043972.9872,3418813.2213
77158,35309,ZSJJ,small_airport,Jiujiang Lushan Airport,29.476944,115.801111,,AS,CN,CN-36,Jiujiang,yes,ZSJJ,JIU,,,https://en.wikipedia.org/wiki/Jiujiang_Lushan_Airport,Mahuiling Air Base,,,9186.0,,,0.0,0.0,12890920.7098,3436491.5075
77159,31714,ZSJU,medium_airport,Quzhou Airport,28.965799,118.899002,,AS,CN,CN-33,Quzhou,yes,ZSJU,JUZ,,,https://en.wikipedia.org/wiki/Quzhou_Airport,,,,6234.0,,,1.0,0.0,13235776.3585,3371293.7337
77160,44234,ZSLD,medium_airport,Longyan Guanzhishan Airport,25.6746997833,116.747001648,1225.0,AS,CN,CN-35,Longyan,yes,ZSLD,LCX,,,https://en.wikipedia.org/wiki/Longyan_Guanzhishan_Airport,"ZBSZ, Liancheng Air Base",,,7874.0,,Cement,1.0,0.0,12996216.7751,2958846.5843
77162,31658,ZSLQ,medium_airport,Taizhou Luqiao Airport,28.562201,121.429001,,AS,CN,CN-33,Huangyan,yes,ZSLQ,HYN,,,https://en.wikipedia.org/wiki/Huangyan_Luqiao_Airport,,,,8202.0,,,1.0,0.0,13517414.5589,3320041.1657
77163,31871,ZSLY,medium_airport,Linyi Qiyang Airport,35.052918,118.411828,,AS,CN,CN-37,Linyi,yes,ZSLY,LYI,,,https://en.wikipedia.org/wiki/Linyi_Airport,,,,10498.0,196.0,paved,1.0,0.0,13181544.3969,4171074.8163
77164,31705,ZSQZ,medium_airport,Quanzhou Jinjiang International Airport,24.7964,118.589996,,AS,CN,CN-35,Quanzhou,yes,ZSQZ,JJN,,,https://en.wikipedia.org/wiki/Quanzhou_Jinjiang_International_Airport,"Jinjiang Air Base, Chin Chiang, Qingyang",,,8530.0,,Asphalt,1.0,0.0,13201377.9679,2850757.5956
77165,323218,ZSRZ,medium_airport,Rizhao Shanzihe Airport,35.405033,119.324403,121.0,AS,CN,CN-37,Rizhao,yes,ZSRZ,RIZ,,http://www.rzairport.com.cn/,https://en.wikipedia.org/wiki/Rizhao_Shanzihe_Airport,,,,8530.0,,,1.0,0.0,13283131.7812,4219060.6499
77166,32489,ZSTX,medium_airport,Tunxi International Airport,29.7332992553711,118.255996704102,,AS,CN,CN-34,Huangshan,yes,ZSTX,TXN,,,https://en.wikipedia.org/wiki/Huangshan_Tunxi_International_Airport,,,,8530.0,,,1.0,0.0,13164197.3363,3469313.8092
77167,348698,ZSWA,medium_airport,Wuhu Xuanzhou Airport,31.1045,118.66687,80.0,AS,CN,CN-34,Wuhu,yes,ZSWA,WHA,WHA,,https://en.wikipedia.org/wiki/Wuhu_Xuanzhou_Airport,,,,9186.0,,,1.0,0.0,13209935.5424,3646327.9069
77168,32646,ZSWF,medium_airport,Weifang Nanyuan Airport,36.646702,119.119003,,AS,CN,CN-37,Weifang,yes,ZSWF,WEF,,,https://en.wikipedia.org/wiki/Weifang_Airport,,,,8530.0,,Concrete,1.0,0.0,13260266.7578,4389975.3495
77169,32684,ZSWX,medium_airport,Sunan Shuofang International Airport,31.4944000244,120.429000854,24.0,AS,CN,CN-32,Wuxi,yes,ZSWX,WUX,,,https://en.wikipedia.org/wiki/Wuxi_Shuofang_Airport,Wuxi Airport,,,10499.0,164.0,asphalt,1.0,0.0,13406095.0518,3697124.2273
77170,32683,ZSWY,medium_airport,Nanping Wuyishan Airport,27.7019,118.000999,614.0,AS,CN,CN-35,Wuyishan,yes,ZSWY,WUS,,,https://en.wikipedia.org/wiki/Wuyishan_Airport,,,,7874.0,,cement,1.0,0.0,13135811.1218,3211441.9206
77171,32672,ZSWZ,large_airport,Wenzhou Longwan International Airport,27.912201,120.851997,,AS,CN,CN-33,Wenzhou,yes,ZSWZ,WNZ,,,https://en.wikipedia.org/wiki/Wenzhou_Longwan_International_Airport,"温州永强机场, Wenzhou Yongqiang Airport",,,10499.0,148.0,CON,1.0,0.0,13453182.7674,3237908.8473
77172,317774,ZSYA,medium_airport,Yangzhou Taizhou Airport,32.5634,119.7198,7.0,AS,CN,CN-32,Yangzhou,yes,ZSYA,YTY,,http://www.yztzairport.net/,https://en.wikipedia.org/wiki/Yangzhou_Taizhou_Airport,Yangtai Airport,,,10499.0,148.0,CON,1.0,0.0,13327147.1739,3837494.9748
77173,315853,ZSYC,medium_airport,Yichun Mingyueshan Airport,27.8025,114.3062,430.0,AS,CN,CN-36,Yichun,yes,ZSYC,YIC,,,https://en.wikipedia.org/wiki/Yichun_Mingyueshan_Airport,,,,7874.0,,,1.0,0.0,12724507.9785,3224096.2999
77174,35316,ZSYN,medium_airport,Yancheng Nanyang International Airport,33.425833,120.203056,,AS,CN,CN-32,Yancheng,yes,ZSYN,YNZ,,,https://en.wikipedia.org/wiki/Yancheng_Nanyang_International_Airport,,,,9186.0,,,1.0,0.0,13380942.9857,3951963.5387
77175,32726,ZSYW,medium_airport,Yiwu Airport,29.3446998596,120.031997681,262.0,AS,CN,CN-33,Yiwu,yes,ZSYW,YIW,,,https://en.wikipedia.org/wiki/Yiwu_Airport,,,,9843.0,,concrete,1.0,0.0,13361900.8607,3419592.1853
77176,31624,ZSZS,medium_airport,Zhoushan Putuoshan Airport,29.9342,122.362,3.0,AS,CN,CN-33,Zhoushan,yes,ZSZS,HSN,,,https://en.wikipedia.org/wiki/Zhoushan_Putuoshan_Airport,,,,7546.0,,,1.0,0.0,13621275.5324,3495094.6679
77177,300545,ZUAL,medium_airport,Ngari Gunsa Airport,32.1,80.053056,14022.0,AS,CN,CN-54,Shiquanhe,yes,ZUAL,NGQ,,,https://en.wikipedia.org/wiki/Ngari_Gunsa_Airport,Ali Airport,,,14764.0,,ASP,0.0,0.0,8911465.4304,3776444.3509
77178,300785,ZUAS,medium_airport,Anshun Huangguoshu Airport,26.260556,105.873333,4812.0,AS,CN,CN-52,Anshun (Xixiu),yes,ZUAS,AVA,,,https://en.wikipedia.org/wiki/Anshun_Huangguoshu_Airport,,,,9186.0,,,0.0,0.0,11785765.5181,3031387.8726
77179,30788,ZUBD,medium_airport,Qamdo Bangda Airport,30.5536003112793,97.1082992553711,14219.0,AS,CN,CN-54,Bangda,yes,ZUBD,BPX,,,https://en.wikipedia.org/wiki/Bangda_Airport,,,,14764.0,148.0,Asphalt,1.0,0.0,10810046.4249,3574910.3394
77180,318169,ZUBJ,medium_airport,Bijie Feixiong Airport,27.267066,105.472097,4751.0,AS,CN,CN-52,Bijie,yes,ZUBJ,BFJ,,,https://en.wikipedia.org/wiki/Bijie_Feixiong_Airport,,,,8530.0,148.0,Concrete,1.0,0.0,11741100.1309,3156877.923
77181,327348,ZUDC,medium_airport,Daocheng Yading Airport,29.31632,100.060317,14472.0,AS,CN,CN-51,Garzê (Daocheng),yes,ZUDC,DCY,,,https://en.wikipedia.org/wiki/Daocheng_Yading_Airport,,,,13780.0,148.0,CON,1.0,0.0,11138663.5371,3415968.4177
77182,35307,ZUDX,small_airport,Dachuan Airport,31.1302,107.4295,,AS,CN,CN-51,Dazhou (Daxian),yes,ZUDX,DAX,,,https://en.wikipedia.org/wiki/Daxian_Airport,Daxian,,,6562.0,,,0.0,0.0,11958997.2362,3649669.6607
